filename,volume #,,first page,last page,page range,creator,title,rights,webstatement,subject,keywords,createdate,publisher,date.copyright,identifier.issn,identifier.uri,identifier,relation.isFormatOf,relation.isPartOf,source,description
MSR_XI-1_2007-McQuitty.pdf,11.1,,157,171,157-171,Alison McQuitty,"Khirbat Faris: Vernacular Architecture on the Karak Plateau, Jordan (MSR XI.1, 2007)",©2007 by Alison McQuitty. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, architecture, Jordan","mamluk, Egypt, Syria, Middle, East, history, architecture, Jordan",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 157-171) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Walker.pdf,11.1,,173,199,173-199,Bethany J. Walker,"Sowing the Seeds of Rural Decline?: Agriculture as an Economic Barometer for Late Mamluk Jordan (MSR XI.1, 2007)",©2007 by Bethany J. Walker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 173-199) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-BookReviews.pdf,11.1,,201,235,201-235,"Th. Emil Homerin, Ralph S. Hattox, Richard McGregor, Bethany J. Walker, Jon Hoover, Stuart Borsch, Syrinx von Hees, Amalia Levanoni, Anne F. Broadbridge, Benjamin Arbel, Geert Jan van Gelder","Book Reviews (MSR XI.1, 2007)",©2007 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 201-235) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_XI-2_2007_12MB.pdf,11.2,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. XI, no. 2 (2007)",©2007 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,http://hdl.handle.net/11417/463,doi:10.6082/M19021V0,"Digital version of Mamlūk Studies Review, Vol. XI, no. 2, published in 2007. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-Rapoport.pdf,11.2,,1,47,1-47,Yossef Rapoport,Women and Gender in Mamluk Society: An Overview,©2007 by Yossef Rapoport. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, women, gender","mamluk, Egypt, Syria, Middle, East, history, women, gender",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 1-47) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-Harithy_11MB.pdf,11.2,,49,76,49-76,Howayda Al-Harithy,The Four Madrasahs in the Complex of Sultan Hasan (1356-61): The Complete Survey,©2007 by Howayda Al-Harithy. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, architecture","mamluk, Egypt, Syria, Middle, East, history, architecture",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 49-76) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-Wing.pdf,11.2,,77,88,77-88,Patrick Wing,"The Decline of the Ilkhanate and the Mamluk Sultanate's Eastern Frontier (MSR XI.2, 2007)",©2007 by Patrick Wing. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, mongols, Ilkhanate","mamluk, Egypt, Syria, Middle, East, history, mongols, Ilkhanate",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 77-88) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-Aigle.pdf,11.2,,89,120,89-120,Denise Aigle,"The Mongol Invasions of Bilad al-Sham by Ghazan Khan and Ibn Taymiyah's Three ""Anti-Mongol"" Fatwas (MSR XI.2, 2007)",©2007 by Denise Aigle. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Mongols","mamluk, Egypt, Syria, Middle, East, history, Mongols",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 89-120) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-Conermann_Seidensticker.pdf,11.2,,121,135,121-135,"Stephan Conermann, Tilman Seidensticker","Some Remarks on Ibn Tawq's Journal Al-Ta'liq, vol. 1 (885/1480 to 890/1485)",©2007 by Stephan Conermann and Tilman Seidensticker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 121-135) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-Bauer.pdf,11.2,,137,167,137-167,Thomas Bauer,"In Search of ""Post-Classical Literature"": A Review Article (MSR XI.2, 2007)",©2007 by Thomas Bauer. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, literature","mamluk, Egypt, Syria, Middle, East, history, literature",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 137-167) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-2_2007-BookReviews.pdf,11.2,,169,209,169-209,"Frédéric Bauden, Stephan Conermann, John Rodenbeck, Li Guo, June Dahy, Albrecht Fuess, Walter E. Kaegi, W. W. Clifford","Book Reviews (MSR XI.2, 2007)",©2007 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:29:48-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 169-209) in Mamlūk Studies Review, Vol. XI, no. 2, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M19021V0,doi:10.6082/M19021V0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_XII-1_2008.pdf,12.1,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. XII, no. 1 (2008)",©2008 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:32:01-06:00,The Middle East Documentation Center (MEDOC),2008,1947-2404,http://hdl.handle.net/11417/464,doi:10.6082/M1571937,"Digital version of Mamlūk Studies Review, Vol. XII, no. 1, published in 2008. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XII-1_2008-Bauer-pp1-35.pdf,12.1,,1,35,1-35,Thomas Bauer,"Ibn Nubātah al-Miṣrī (686–768/1287–1366): Life and Works, Part I: The Life of Ibn Nubatah (MSR XII. 1, 2008)",©2008 by Thomas Bauer. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:01:25 09:10:10-06:00,The Middle East Documentation Center (MEDOC),2008,1947-2404,,,"Digital version of an article published (pp. 1-35) in Mamlūk Studies Review, Vol. XII, no. 2, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1571937,doi:10.6082/M1571937,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XII-1_2008-Irwin-pp37-49.pdf,12.1,,37,49,37-49,Robert Irwin,"The Political Thinking of the “Virtuous Ruler,” Qānṣūh al-Ghawri (MSR XII. 1, 2008)",©2008 by Robert Irwin. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, politics","mamluk, Egypt, Syria, Middle, East, history, politics",2012:01:25 09:10:55-06:00,The Middle East Documentation Center (MEDOC),2008,1947-2404,,,"Digital version of an article published (pp. 37-49) in Mamlūk Studies Review, Vol. XII, no. 2, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1571937,doi:10.6082/M1571937,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XII-1_2008-Bauden-pp51-118.pdf,12.1,,51,118,51-118,Frederic Bauden,"Maqriziana II: Discovery of an Autograph Manuscript of al-Maqrīzī: Towards a Better Understanding of His Working Method: Analysis (MSR XII. 1, 2008)",©2008 by Frederic Bauden. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, manuscripts","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, manuscripts",2012:01:25 09:11:32-06:00,The Middle East Documentation Center (MEDOC),2008,1947-2404,,,"Digital version of an article published (pp. 51-118) in Mamlūk Studies Review, Vol. XII, no. 2, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1571937,doi:10.6082/M1571937,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XII-1_2008-Amitai-pp119-137.pdf,12.1,,119,137,119-137,Reuven Amitai,"Mamluks of Mongol Origin and Their Role in Early Mamluk Political Life (MSR XII. 1, 2008)",©2008 by Reuven Amitai. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Mongols, Ilkhanate","mamluk, Egypt, Syria, Middle, East, history, Mongols, Ilkhanate",2012:01:25 09:13:07-06:00,The Middle East Documentation Center (MEDOC),2008,1947-2404,,,"Digital version of an article published (pp. 119-137) in Mamlūk Studies Review, Vol. XII, no. 2, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1571937,doi:10.6082/M1571937,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XII-1_2008-Hamza-pp139-172.pdf,12.1,,139,172,139-172,Hani Hamza,"Some Aspects of the Economic and Social Life of Ibn Taghrībirdī Based on an Examination of His Waqfiyah (MSR XII. 1, 2008)",©2008 by Hani Hamza. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics, Ibn Taghribirdi","mamluk, Egypt, Syria, Middle, East, history, economics, Ibn, Taghribirdi",2012:01:25 09:13:31-06:00,The Middle East Documentation Center (MEDOC),2008,1947-2404,,,"Digital version of an article published (pp. 139-172) in Mamlūk Studies Review, Vol. XII, no. 2, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1571937,doi:10.6082/M1571937,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
